Zeit;Kopf.x;Kopf.y, Kopf.z; Real.x; Real.y; Real.z
1,143643;0;1,75, 0; 0; 1,75; 0
1,145587;0;1,75, 0; 0; 1,75; 0
1,147599;0;1,75, 0; 0; 1,75; 0
1,149067;0;1,75, 0; 0; 1,75; 0
1,150475;0;1,75, 0; 0; 1,75; 0
1,152003;0;1,75, 0; 0; 1,75; 0
1,153584;0;1,75, 0; 0; 1,75; 0
1,15514;0;1,75, 0; 0; 1,75; 0
1,15668;0;1,75, 0; 0; 1,75; 0
1,158583;0;1,75, 0; 0; 1,75; 0
1,16061;0;1,75, 0; 0; 1,75; 0
1,165672;0;1,75, 0; 0; 1,75; 0
1,167634;0;1,75, 0; 0; 1,75; 0
1,169368;0;1,75, 0; 0; 1,75; 0
1,171115;0;1,75, 0; 0; 1,75; 0
1,172701;0;1,75, 0; 0; 1,75; 0
1,174308;0;1,75, 0; 0; 1,75; 0
1,175946;0;1,75, 0; 0; 1,75; 0
1,177537;0;1,75, 0; 0; 1,75; 0
1,178998;0;1,75, 0; 0; 1,75; 0
1,180512;0;1,75, 0; 0; 1,75; 0
1,182483;0;1,75, 0; 0; 1,75; 0
1,184075;0;1,75, 0; 0; 1,75; 0
1,185637;0;1,75, 0; 0; 1,75; 0
1,187311;0;1,75, 0; 0; 1,75; 0
1,189125;0;1,75, 0; 0; 1,75; 0
1,190725;0;1,75, 0; 0; 1,75; 0
1,192572;0;1,75, 0; 0; 1,75; 0
1,194332;0;1,75, 0; 0; 1,75; 0
1,195873;0;1,75, 0; 0; 1,75; 0
1,197417;0;1,75, 0; 0; 1,75; 0
1,198892;0;1,75, 0; 0; 1,75; 0
1,20035;0;1,75, 0; 0; 1,75; 0
1,202018;0;1,75, 0; 0; 1,75; 0
1,203548;0;1,75, 0; 0; 1,75; 0
1,205036;0;1,75, 0; 0; 1,75; 0
1,206553;0;1,75, 0; 0; 1,75; 0
1,20809;0;1,75, 0; 0; 1,75; 0
1,209598;0;1,75, 0; 0; 1,75; 0
1,211118;0;1,75, 0; 0; 1,75; 0
1,21274;0;1,75, 0; 0; 1,75; 0
1,214373;0;1,75, 0; 0; 1,75; 0
1,215941;0;1,75, 0; 0; 1,75; 0
1,217477;0;1,75, 0; 0; 1,75; 0
1,219062;0;1,75, 0; 0; 1,75; 0
1,220555;0;1,75, 0; 0; 1,75; 0
1,222163;0;1,75, 0; 0; 1,75; 0
1,223654;0;1,75, 0; 0; 1,75; 0
1,225138;0;1,75, 0; 0; 1,75; 0
1,226657;0;1,75, 0; 0; 1,75; 0
1,228124;0;1,75, 0; 0; 1,75; 0
1,22964;0;1,75, 0; 0; 1,75; 0
1,231161;0;1,75, 0; 0; 1,75; 0
1,232752;0;1,75, 0; 0; 1,75; 0
1,234299;0;1,75, 0; 0; 1,75; 0
1,235983;0;1,75, 0; 0; 1,75; 0
1,23775;0;1,75, 0; 0; 1,75; 0
1,239344;0;1,75, 0; 0; 1,75; 0
1,240922;0;1,75, 0; 0; 1,75; 0
1,242691;0;1,75, 0; 0; 1,75; 0
1,244375;0;1,75, 0; 0; 1,75; 0
1,245935;0;1,75, 0; 0; 1,75; 0
1,24753;0;1,75, 0; 0; 1,75; 0
1,24921;0;1,75, 0; 0; 1,75; 0
1,250965;0;1,75, 0; 0; 1,75; 0
1,252617;0;1,75, 0; 0; 1,75; 0
1,254467;0;1,75, 0; 0; 1,75; 0
1,256114;0;1,75, 0; 0; 1,75; 0
1,258129;0;1,75, 0; 0; 1,75; 0
1,25984;0;1,75, 0; 0; 1,75; 0
1,261648;0;1,75, 0; 0; 1,75; 0
1,263547;0;1,75, 0; 0; 1,75; 0
1,265137;0;1,75, 0; 0; 1,75; 0
1,267055;0;1,75, 0; 0; 1,75; 0
1,26883;0;1,75, 0; 0; 1,75; 0
1,270749;0;1,75, 0; 0; 1,75; 0
1,272525;0;1,75, 0; 0; 1,75; 0
1,27435;0;1,75, 0; 0; 1,75; 0
1,278563;0;1,75, 0; 0; 1,75; 0
1,28029;0;1,75, 0; 0; 1,75; 0
1,282085;0;1,75, 0; 0; 1,75; 0
1,283613;0;1,75, 0; 0; 1,75; 0
1,285296;0;1,75, 0; 0; 1,75; 0
1,286904;0;1,75, 0; 0; 1,75; 0
1,288457;0;1,75, 0; 0; 1,75; 0
1,290005;0;1,75, 0; 0; 1,75; 0
1,291717;0;1,75, 0; 0; 1,75; 0
1,293772;0;1,75, 0; 0; 1,75; 0
1,295306;0;1,75, 0; 0; 1,75; 0
1,296788;0;1,75, 0; 0; 1,75; 0
1,298286;0;1,75, 0; 0; 1,75; 0
1,299823;0;1,75, 0; 0; 1,75; 0
1,301736;0;1,75, 0; 0; 1,75; 0
1,303555;0;1,75, 0; 0; 1,75; 0
1,305165;0;1,75, 0; 0; 1,75; 0
1,306674;0;1,75, 0; 0; 1,75; 0
1,308149;0;1,75, 0; 0; 1,75; 0
1,309786;0;1,75, 0; 0; 1,75; 0
1,31167;0;1,75, 0; 0; 1,75; 0
1,313283;0;1,75, 0; 0; 1,75; 0
1,314814;0;1,75, 0; 0; 1,75; 0
1,316371;0;1,75, 0; 0; 1,75; 0
1,317799;0;1,75, 0; 0; 1,75; 0
1,319438;0;1,75, 0; 0; 1,75; 0
1,320917;0;1,75, 0; 0; 1,75; 0
1,322579;0;1,75, 0; 0; 1,75; 0
1,324131;0;1,75, 0; 0; 1,75; 0
1,325884;0;1,75, 0; 0; 1,75; 0
1,32749;0;1,75, 0; 0; 1,75; 0
1,329003;0;1,75, 0; 0; 1,75; 0
1,33048;0;1,75, 0; 0; 1,75; 0
1,331946;0;1,75, 0; 0; 1,75; 0
