Zeit;Kopf.x;Kopf.y, Kopf.z; Real.x; Real.y; Real.z
1,063523;0;1,75, 0; 0; 1,75; 0
1,064777;0;1,75, 0; 0; 1,75; 0
1,06605;0;1,75, 0; 0; 1,75; 0
1,067347;0;1,75, 0; 0; 1,75; 0
1,068631;0;1,75, 0; 0; 1,75; 0
1,070034;0;1,75, 0; 0; 1,75; 0
1,071375;0;1,75, 0; 0; 1,75; 0
1,072809;0;1,75, 0; 0; 1,75; 0
1,074337;0;1,75, 0; 0; 1,75; 0
1,0757;0;1,75, 0; 0; 1,75; 0
1,077192;0;1,75, 0; 0; 1,75; 0
1,078464;0;1,75, 0; 0; 1,75; 0
1,079915;0;1,75, 0; 0; 1,75; 0
1,081299;0;1,75, 0; 0; 1,75; 0
1,082832;0;1,75, 0; 0; 1,75; 0
1,084124;0;1,75, 0; 0; 1,75; 0
1,085415;0;1,75, 0; 0; 1,75; 0
1,086668;0;1,75, 0; 0; 1,75; 0
1,08793;0;1,75, 0; 0; 1,75; 0
1,089362;0;1,75, 0; 0; 1,75; 0
1,090662;0;1,75, 0; 0; 1,75; 0
1,09205;0;1,75, 0; 0; 1,75; 0
1,095572;0;1,75, 0; 0; 1,75; 0
1,097062;0;1,75, 0; 0; 1,75; 0
1,098477;0;1,75, 0; 0; 1,75; 0
1,099865;0;1,75, 0; 0; 1,75; 0
1,101183;0;1,75, 0; 0; 1,75; 0
1,102834;0;1,75, 0; 0; 1,75; 0
1,105006;0;1,75, 0; 0; 1,75; 0
1,106796;0;1,75, 0; 0; 1,75; 0
1,108472;0;1,75, 0; 0; 1,75; 0
1,109807;0;1,75, 0; 0; 1,75; 0
1,111093;0;1,75, 0; 0; 1,75; 0
1,112357;0;1,75, 0; 0; 1,75; 0
1,113681;0;1,75, 0; 0; 1,75; 0
1,115201;0;1,75, 0; 0; 1,75; 0
1,116593;0;1,75, 0; 0; 1,75; 0
1,118109;0;1,75, 0; 0; 1,75; 0
1,119389;0;1,75, 0; 0; 1,75; 0
1,120687;0;1,75, 0; 0; 1,75; 0
1,122166;0;1,75, 0; 0; 1,75; 0
1,123446;0;1,75, 0; 0; 1,75; 0
1,124731;0;1,75, 0; 0; 1,75; 0
1,126009;0;1,75, 0; 0; 1,75; 0
1,12727;0;1,75, 0; 0; 1,75; 0
1,128554;0;1,75, 0; 0; 1,75; 0
1,130025;0;1,75, 0; 0; 1,75; 0
1,13134;0;1,75, 0; 0; 1,75; 0
1,132606;0;1,75, 0; 0; 1,75; 0
1,133864;0;1,75, 0; 0; 1,75; 0
1,135144;0;1,75, 0; 0; 1,75; 0
1,136454;0;1,75, 0; 0; 1,75; 0
1,137734;0;1,75, 0; 0; 1,75; 0
1,139018;0;1,75, 0; 0; 1,75; 0
1,140299;0;1,75, 0; 0; 1,75; 0
1,141971;0;1,75, 0; 0; 1,75; 0
1,14338;0;1,75, 0; 0; 1,75; 0
1,144719;0;1,75, 0; 0; 1,75; 0
1,146063;0;1,75, 0; 0; 1,75; 0
1,147395;0;1,75, 0; 0; 1,75; 0
1,148744;0;1,75, 0; 0; 1,75; 0
1,150059;0;1,75, 0; 0; 1,75; 0
1,151367;0;1,75, 0; 0; 1,75; 0
1,152652;0;1,75, 0; 0; 1,75; 0
1,154346;0;1,75, 0; 0; 1,75; 0
1,156459;0;1,75, 0; 0; 1,75; 0
1,158542;0;1,75, 0; 0; 1,75; 0
1,16;0;1,75, 0; 0; 1,75; 0
1,161533;0;1,75, 0; 0; 1,75; 0
1,163111;0;1,75, 0; 0; 1,75; 0
1,164626;0;1,75, 0; 0; 1,75; 0
1,166011;0;1,75, 0; 0; 1,75; 0
1,167576;0;1,75, 0; 0; 1,75; 0
1,169045;0;1,75, 0; 0; 1,75; 0
1,170588;0;1,75, 0; 0; 1,75; 0
1,171975;0;1,75, 0; 0; 1,75; 0
